Time,Temperature_Celsius,Pressure_Pa,Humidity_Percent,CO2_Concentration_ppm
2020-01-01,20.248357076505616,101254.23146289749,51.788936801741414,391.71004989077926
2020-01-02,20.881428282456234,101682.47022258256,55.33577170331616,400.74058156368676
2020-01-03,22.21635671265445,102051.18918549431,60.43821595949797,420.13218140860755
2020-01-04,23.57884049661831,102366.16777145011,62.70225937338107,425.02882709037567
2020-01-05,23.599547869241608,102697.09373738093,52.83558788222392,424.90578277846646
2020-01-06,24.465196738799513,102974.35444694139,57.169033381517195,432.3766184029365
2020-01-07,26.19601458230967,103238.57328576955,66.37675656568554,449.94289452391706
2020-01-08,26.565307226782508,103277.35202728868,68.09185904039617,437.06377732055887
2020-01-09,26.666052921853645,103335.61219790216,69.56974703052052,454.09064742174724
2020-01-10,27.828775765335564,103300.92058797355,87.45629736036398,452.0421552212208
2020-01-11,27.914050674097126,103119.06307666439,71.95249738234732,457.11398087319185
2020-01-12,28.427389161059256,103055.7251137964,75.37398326114716,475.26652948852586
2020-01-13,29.2173010893282,102839.51065920557,74.74735560112617,477.2620646380915
2020-01-14,28.493368064817787,102684.48007806546,73.19405177556784,481.5942672257597
2020-01-15,28.8556567669789,102231.83499521576,67.99970270109385,490.669434500719
2020-01-16,29.617070654188836,101903.54248079954,72.69486247675971,481.6676336213612
2020-01-17,29.48225783166287,101513.3764981231,64.05574941313887,491.79207270790107
2020-01-18,30.14579705812772,101076.45401151066,65.46730405899538,485.04266877882367
2020-01-19,29.44420238104872,100818.6760270429,62.68817374793964,494.20486306033627
2020-01-20,29.011963832567773,100446.14360817951,63.744750707257445,492.1133554828338
2020-01-21,30.182832571607463,100128.23362491095,72.91449011062296,496.4601837943346
2020-01-22,28.983431803301915,99768.03147855174,49.82820447158947,503.1327270867233
2020-01-23,28.69401814018835,99663.08890797793,60.271703818385944,490.29856846888606
2020-01-24,27.43338542739663,99364.90580943105,46.34263129978256,520.30771920298
2020-01-25,27.28530438127999,99374.69997092815,49.541461537136485,489.8265601033038
2020-01-26,26.956251409676053,99436.78810292447,54.810194314875474,487.8455266395102
2020-01-27,25.6060930734949,99331.85004709638,47.16137217601031,511.2665863301949
2020-01-28,25.594257183728814,99477.42112281083,38.97662497352488,506.89877112772257
2020-01-29,24.281945872314704,99700.83066415372,38.40487074556788,504.12144279199947
2020-01-30,23.570777681706637,99919.66819432996,43.12444091320525,502.667670948637
2020-01-31,22.5164722622996,100166.1851935355,33.98498711700221,494.37761414299774
2020-02-01,22.818651535858574,100585.10323741965,36.82840952033262,483.26288569559983
2020-02-02,20.943811820672863,100893.38232559287,34.31262238890242,490.35742301107086
2020-02-03,19.47114453552205,101348.67962153176,29.421490186282135,479.83092326332275
2020-02-04,19.46071202300977,101657.53127700914,42.272634564535004,493.0081827976546
2020-02-05,17.49706573141039,102145.82163157153,33.892751940391214,478.10561023806184
2020-02-06,17.287106229088085,102367.11897029438,20.077858229093312,467.3199854675007
2020-02-07,15.303540381456838,102689.05494715394,30.93478902036964,468.05555872135636
2020-02-08,14.753641758276682,102994.82776496916,26.81429838693298,470.8062145943854
2020-02-09,14.69202244337859,103082.72077488733,34.825935307510285,456.1786530940208
2020-02-10,14.187643427791656,103279.9961333773,27.354439102534364,448.48378243061273
2020-02-11,13.184894025773866,103388.09181608014,31.797250523713867,453.80461127225976
2020-02-12,12.384680115263299,103224.2687220338,36.23341735389556,448.2723178838283
2020-02-13,11.703688631701997,103224.23333035594,39.63694179769994,435.02362178695006
2020-02-14,10.600484966971905,103070.0449472813,31.142765770990323,429.49163127638366
2020-02-15,10.543757942257464,102875.59029229739,37.514677471683314,430.49375505771934
2020-02-16,10.319672427373423,102499.4704368973,39.029375202411785,407.55020986368083
2020-02-17,10.810445429874042,102175.43021280061,40.4926849231617,401.7255018535694
2020-02-18,10.273594725974904,101914.5621919637,55.042246314197286,402.3211621178939
2020-02-19,9.129806530488553,101529.96132027003,50.756430161673485,401.03832183268827
2020-02-20,10.173368592867316,101147.41255590893,44.96405862145607,399.93628230617327
2020-02-21,9.909244440982516,100778.85729679199,58.37433462248208,405.2479578390773
2020-02-22,9.943423316611602,100374.54572046625,66.85144989903291,392.77645663468513
2020-02-23,10.855829957273748,100100.29471241684,63.75822454453917,376.3695614217117
2020-02-24,11.419179807702792,99828.15447495642,53.21596651934189,371.6365822368301
2020-02-25,11.805386021713709,99557.2316215298,60.43458182939952,355.77269202105504
2020-02-26,11.43463171788532,99528.28708812791,71.02638991908378,359.7218150994147
2020-02-27,12.287898068531804,99369.04876228372,62.75317171291282,351.2907614380576
2020-02-28,13.264841600880661,99267.70014677384,69.84816440968278,351.8594464460403
2020-02-29,14.306182701355125,99414.2045437846,72.55612747244882,335.0217041781997
2020-03-01,14.354004706521375,99457.0019257796,64.80157900858042,343.3775665203512
2020-03-02,15.324905294393986,99735.20232608645,69.57914250891608,348.6504890783966
2020-03-03,15.730207956393704,100002.77175598615,53.79114585313215,327.64298137754514
2020-03-04,16.584571119545366,100202.68424917122,64.6744906309472,328.44215978556355
2020-03-05,18.513750467592992,100629.84389514156,68.01400241423305,327.3252558640279
2020-03-06,19.72755958124358,100967.136557626,62.20816997226738,312.7308098176645
2020-03-07,19.96399493920983,101366.10300799973,75.48256459534694,315.6383844396603
2020-03-08,21.452326881987833,101798.34213785351,58.76452992081349,310.52654657868436
2020-03-09,22.07333045612792,102056.0555055205,62.05366099409235,308.74133157503024
2020-03-10,22.49476569111173,102368.59482669333,63.01688261084257,297.7698202899785
2020-03-11,23.897322359357474,102660.68230148296,67.4799142767987,303.8608858865952
2020-03-12,25.351283500507087,102913.36138985239,50.83929995223507,307.0997382909766
2020-03-13,25.388495155000996,103140.40890523834,61.4504698976034,315.5292918898572
2020-03-14,26.963911690113058,103285.68073538793,53.211193224564944,309.90723066565783
2020-03-15,25.590917562776244,103336.56921833252,45.72701541472159,321.544411807728
2020-03-16,27.968446995730194,103346.00204621366,50.40939650523269,292.43979045281867
2020-03-17,28.189283054622443,103215.65173202322,46.58908782213654,309.3393599210814
2020-03-18,28.510750362611446,103129.72751142675,40.15851274769267,303.3526447561627
2020-03-19,29.142200341812927,102823.26630704662,41.184479990401876,324.71687249982256
2020-03-20,28.45622372984624,102697.3264307707,36.73223473843578,296.42679300204105
2020-03-21,29.60827973931666,102272.73641084308,37.23220671593041,298.1879955516816
2020-03-22,30.0767707045652,101845.60723586204,38.19566188552005,303.042874010108
2020-03-23,30.72762041420084,101461.56746170532,41.278686988031325,290.6157064121437
2020-03-24,29.729538282693255,101159.01153415379,25.89104702003904,309.769906788241
2020-03-25,29.49396761736273,100750.36174705085,41.765150498987964,310.95107817942943
2020-03-26,29.46723716144315,100444.24698124979,20.663512078091912,323.8892914355864
2020-03-27,29.907709245997722,100112.34390878747,29.303979005783237,329.95838889201826
2020-03-28,29.260695508375033,99809.85940565864,32.964239248762716,349.7538072439477
2020-03-29,28.39537393596087,99550.6095065277,31.708804278430996,345.22547741320653
2020-03-30,28.40239323706004,99359.25600133637,27.788457572015552,334.94017053791197
2020-03-31,27.606034518216603,99323.0313686348,30.76674884112326,336.95177154095666
2020-04-01,27.38511261008757,99370.08526135016,30.540486727715543,356.29951810501814
2020-04-02,25.83056331526738,99392.08155055942,31.530246929443795,343.8181767208764
2020-04-03,25.24257710125709,99443.44907035536,40.446430255462886,381.1483420925108
2020-04-04,24.386211140708035,99704.50714219188,39.92691884873243,380.59105663736415
2020-04-05,22.98486708253722,99964.10784602222,36.81151730168735,370.193444760845
2020-04-06,22.965385706946588,100199.52549327875,47.064750263959716,363.94353027305027
2020-04-07,22.02304007969406,100589.36134397662,46.51353786076147,400.8794783842792
2020-04-08,20.953117161363068,100949.40794720147,51.532461522719814,392.51220958181733
2020-04-09,19.88270643331243,101267.85148510846,53.14814420961805,412.3781631197346
